step,losses/eval.bodypart_heatmap,losses/eval.bodypart_locref,losses/eval.bodypart_paf,losses/eval.bodypart_total_loss,losses/eval.total_loss,losses/train.bodypart_heatmap,losses/train.bodypart_locref,losses/train.bodypart_paf,losses/train.bodypart_total_loss,losses/train.total_loss,metrics/test.mAP,metrics/test.mAR,metrics/test.rmse,metrics/test.rmse_pcutoff
40,0.005172605626285076,0.1986987292766571,0.0015033431118354201,0.005085958633571863,0.005085958633571863,0.007239027414470911,0.28807714581489563,0.00173511216416955,0.007272132206708193,0.007272132206708193,18.73665307707241,32.66666666666667,38.014711583251355,24.19483734315092
41,,,,,,0.006555724423378706,0.25108468532562256,0.002101573394611478,0.006440037861466408,0.006440037861466408,,,,
42,,,,,,0.0067191049456596375,0.2552269697189331,0.0018353946506977081,0.0065546645782887936,0.0065546645782887936,,,,
43,,,,,,0.0058362362906336784,0.24026980996131897,0.0015399400144815445,0.006001241039484739,0.006001241039484739,,,,
44,,,,,,0.005402349401265383,0.23064669966697693,0.0015877772821113467,0.0056978208012878895,0.0056978208012878895,,,,
45,,,,,,0.0052414629608392715,0.2266416698694229,0.0017232910031452775,0.005581958685070276,0.005581958685070276,,,,
46,,,,,,0.006176885683089495,0.227036252617836,0.0020028112921863794,0.005909660365432501,0.005909660365432501,,,,
47,,,,,,0.0046034990809857845,0.19897037744522095,0.0016337394481524825,0.004905130714178085,0.004905130714178085,,,,
48,,,,,,0.005616117734462023,0.20670586824417114,0.0015092603862285614,0.005367445759475231,0.005367445759475231,,,,
49,,,,,,0.004519146401435137,0.21186326444149017,0.0013088909909129143,0.005081066396087408,0.005081066396087408,,,,
50,0.0039842454716563225,0.1484040915966034,0.001310290303081274,0.0038451594300568104,0.0038451594300568104,0.004907161463052034,0.20460544526576996,0.0014434873592108488,0.005093927960842848,0.005093927960842848,35.30840116978731,42.666666666666664,26.449664453665417,13.818451541311601
51,,,,,,0.004815793130546808,0.1985459327697754,0.001413988065905869,0.004961495753377676,0.004961495753377676,,,,
52,,,,,,0.0047470154240727425,0.21918515861034393,0.0011385134421288967,0.005273375194519758,0.005273375194519758,,,,
53,,,,,,0.005144594702869654,0.20994725823402405,0.0016405143542215228,0.005268670152872801,0.005268670152872801,,,,
54,,,,,,0.004647370893508196,0.19593586027622223,0.0018056239932775497,0.0048749083653092384,0.0048749083653092384,,,,
55,,,,,,0.004940042272210121,0.1939067840576172,0.001579961972311139,0.00493112625554204,0.00493112625554204,,,,
56,,,,,,0.004429028369486332,0.18651793897151947,0.0012994586722925305,0.004628290887922049,0.004628290887922049,,,,
57,,,,,,0.005204882472753525,0.1967468112707138,0.001302373013459146,0.005057487171143293,0.005057487171143293,,,,
58,,,,,,0.0048110270872712135,0.1934027224779129,0.0012918978463858366,0.004870117641985416,0.004870117641985416,,,,
59,,,,,,0.00470568286255002,0.18192152678966522,0.0012149590766057372,0.004641085863113403,0.004641085863113403,,,,
60,0.0041202362626791,0.1592235565185547,0.0013579226797446609,0.0040724016726017,0.0040724016726017,0.005198284517973661,0.21140842139720917,0.0013209132011979818,0.005300265271216631,0.005300265271216631,39.576300487191574,46.666666666666664,91.01844596862793,83.4982164344009
61,,,,,,0.004537488799542189,0.17721986770629883,0.001476495061069727,0.004515377338975668,0.004515377338975668,,,,
62,,,,,,0.0035876138135790825,0.16511927545070648,0.0011461129179224372,0.003986063413321972,0.003986063413321972,,,,
63,,,,,,0.00432149413973093,0.19660495221614838,0.0011497597442939878,0.004755571950227022,0.004755571950227022,,,,
64,,,,,,0.004242466762661934,0.2121630162000656,0.0010277718538418412,0.0049844649620354176,0.0049844649620354176,,,,
65,,,,,,0.0038109866436570883,0.1777874231338501,0.0012121277395635843,0.004273856990039349,0.004273856990039349,,,,
66,,,,,,0.00537129957228899,0.18093353509902954,0.0012812954373657703,0.004848702345043421,0.004848702345043421,,,,
67,,,,,,0.005041598808020353,0.17117395997047424,0.0015531444223597646,0.004585203714668751,0.004585203714668751,,,,
68,,,,,,0.004190353211015463,0.17132283747196198,0.0011830679140985012,0.004291600547730923,0.004291600547730923,,,,
69,,,,,,0.004142983816564083,0.1700189709663391,0.0010122311068698764,0.004248384851962328,0.004248384851962328,,,,
70,0.00346359983086586,0.1288999617099762,0.000894796394277364,0.0033326924312859774,0.0033326924312859774,0.0040803696028888226,0.1542104184627533,0.0009522924665361643,0.003962039481848478,0.003962039481848478,53.19240408203717,61.33333333333333,69.4444646004143,55.17306062692328
71,,,,,,0.0033390792086720467,0.16987083852291107,0.0008607595809735358,0.003972899634391069,0.003972899634391069,,,,
72,,,,,,0.0031901898328214884,0.1481085866689682,0.0008116592071019113,0.0035589286126196384,0.0035589286126196384,,,,
73,,,,,,0.0039067049510777,0.18545299768447876,0.0008556470274925232,0.004421640653163195,0.004421640653163195,,,,
74,,,,,,0.004803379066288471,0.17143979668617249,0.0010999690275639296,0.004495122004300356,0.004495122004300356,,,,
75,,,,,,0.0035290829837322235,0.1492234170436859,0.0008640775922685862,0.003692220663651824,0.003692220663651824,,,,
76,,,,,,0.003202129388228059,0.1536981463432312,0.0007583925616927445,0.0036542920861393213,0.0036542920861393213,,,,
77,,,,,,0.003155418438836932,0.17007839679718018,0.0007667629397474229,0.003912004642188549,0.003912004642188549,,,,
78,,,,,,0.0037738559767603874,0.15439121425151825,0.0009581886697560549,0.003863078309223056,0.003863078309223056,,,,
79,,,,,,0.004792425315827131,0.18047669529914856,0.0008956302190199494,0.004635274410247803,0.004635274410247803,,,,
80,0.003668505698442459,0.14313343167304993,0.0008035224163904786,0.0036351766902953386,0.0036351766902953386,0.004076919984072447,0.16468141973018646,0.0008508798200637102,0.004132025875151157,0.004132025875151157,57.67952619437769,67.33333333333334,37.36360338510111,31.956829555928707
81,,,,,,0.0037032284308224916,0.16364705562591553,0.000817981141153723,0.0039891269989311695,0.0039891269989311695,,,,
82,,,,,,0.003720889100804925,0.14401039481163025,0.0009047599160112441,0.0036706277169287205,0.0036706277169287205,,,,
83,,,,,,0.003300038632005453,0.1482463926076889,0.0008453266345895827,0.0035989643074572086,0.0035989643074572086,,,,
84,,,,,,0.003937420900911093,0.13878943026065826,0.0009152365964837372,0.00365613866597414,0.00365613866597414,,,,
85,,,,,,0.00342406309209764,0.13773484528064728,0.0008377027115784585,0.003464858280494809,0.003464858280494809,,,,
86,,,,,,0.0036724687088280916,0.1475929170846939,0.0007599737145937979,0.0037093712016940117,0.0037093712016940117,,,,
87,,,,,,0.004483131691813469,0.1475774198770523,0.000934246345423162,0.003985143266618252,0.003985143266618252,,,,
88,,,,,,0.004680786747485399,0.15907777845859528,0.0009531101095490158,0.004243329167366028,0.004243329167366028,,,,
89,,,,,,0.004403786268085241,0.14879564940929413,0.0010122311068698764,0.003981597255915403,0.003981597255915403,,,,
90,0.0037102089263498783,0.1229076161980629,0.000807092641480267,0.003312099725008011,0.003312099725008011,0.0035362730268388987,0.16374513506889343,0.0008202343597076833,0.003935183864086866,0.003935183864086866,66.09022751014598,73.33333333333334,34.139588574656344,30.824689690906975
91,,,,,,0.003298348980024457,0.12285304814577103,0.0007192862685769796,0.0031709768809378147,0.0031709768809378147,,,,
92,,,,,,0.003415526356548071,0.1238919198513031,0.0007640108815394342,0.0032288411166518927,0.0032288411166518927,,,,
93,,,,,,0.0036889142356812954,0.12407608330249786,0.0006653785821981728,0.0033197521697729826,0.0033197521697729826,,,,
94,,,,,,0.0031619928777217865,0.13320516049861908,0.0006089904927648604,0.0032943831756711006,0.0032943831756711006,,,,
95,,,,,,0.0031649665907025337,0.11253183335065842,0.000641740276478231,0.002951910486444831,0.002951910486444831,,,,
96,,,,,,0.003537877695634961,0.14074808359146118,0.0006333155906759202,0.003546204650774598,0.003546204650774598,,,,
97,,,,,,0.0028936294838786125,0.13748544454574585,0.0005860860692337155,0.003275503171607852,0.003275503171607852,,,,
98,,,,,,0.0034008873626589775,0.12843601405620575,0.0006273912149481475,0.003295142436400056,0.003295142436400056,,,,
99,,,,,,0.0030092098750174046,0.11679229140281677,0.0006193448207341135,0.0029702528845518827,0.0029702528845518827,,,,
100,0.0035669405478984118,0.11511532217264175,0.0006374056683853269,0.003128815907984972,0.003128815907984972,0.003303284291177988,0.118229441344738,0.0007853169227018952,0.003097762819379568,0.003097762819379568,69.40637929339152,76.66666666666667,12.060639879441467,7.433731525722477
101,,,,,,0.0028676313813775778,0.12298090010881424,0.0006671008304692805,0.0030277958139777184,0.0030277958139777184,,,,
102,,,,,,0.0033566353376954794,0.12024517357349396,0.0006859368295408785,0.003145829541608691,0.003145829541608691,,,,
103,,,,,,0.0034959495533257723,0.1197129487991333,0.000676381285302341,0.003183078719303012,0.003183078719303012,,,,
104,,,,,,0.0027410807088017464,0.12249717861413956,0.0006178129115141928,0.0029759069439023733,0.0029759069439023733,,,,
105,,,,,,0.003111519617959857,0.11092803627252579,0.0006582137430086732,0.002907914575189352,0.002907914575189352,,,,
106,,,,,,0.002760990522801876,0.10519900918006897,0.0006478774594143033,0.0026952428743243217,0.0026952428743243217,,,,
107,,,,,,0.002961997175589204,0.11084140092134476,0.0006684823893010616,0.0028569719288498163,0.0028569719288498163,,,,
108,,,,,,0.002858213847503066,0.12818048894405365,0.0006350209005177021,0.003110246965661645,0.003110246965661645,,,,
109,,,,,,0.003319123527035117,0.1079292818903923,0.0007260229322127998,0.0029293966945260763,0.0029293966945260763,,,,
110,0.003557800780981779,0.11152774095535278,0.0006270749145187438,0.0030656319577246904,0.0030656319577246904,0.0025890348479151726,0.1141640916466713,0.000553709629457444,0.002784203737974167,0.002784203737974167,66.54449552098066,74.66666666666669,31.02802382723281,30.047429507253348
111,,,,,,0.004301916342228651,0.11391844600439072,0.0007938258349895477,0.00335907400585711,0.00335907400585711,,,,
112,,,,,,0.0033312365412712097,0.11125199496746063,0.0007003697101026773,0.0029879577923566103,0.0029879577923566103,,,,
113,,,,,,0.0027211762499064207,0.100155308842659,0.0005822696257382631,0.00259572290815413,0.00259572290815413,,,,
114,,,,,,0.002518365392461419,0.10045754164457321,0.0006105334614403546,0.002534098457545042,0.002534098457545042,,,,
115,,,,,,0.0030750439036637545,0.11741351336240768,0.0006081535248085856,0.0030021786224097013,0.0030021786224097013,,,,
116,,,,,,0.003676591208204627,0.11606797575950623,0.0007158463704399765,0.003183858236297965,0.003183858236297965,,,,
117,,,,,,0.003516223980113864,0.11928358674049377,0.0007114555919542909,0.0031838498543947935,0.0031838498543947935,,,,
118,,,,,,0.0031675705686211586,0.11492527276277542,0.0006446231855079532,0.002992765512317419,0.002992765512317419,,,,
119,,,,,,0.0036376563366502523,0.12697210907936096,0.000705105543602258,0.0033522574231028557,0.0033522574231028557,,,,
120,0.003617221023887396,0.10559976100921631,0.0005991251673549414,0.002985707251355052,0.002985707251355052,0.003399481065571308,0.11377875506877899,0.0006533871055580676,0.003051252104341984,0.003051252104341984,69.96434464875058,77.33333333333334,6.790384065359831,6.252668991548206
121,,,,,,0.0025939932093024254,0.10775204002857208,0.000620839127805084,0.002681226469576359,0.002681226469576359,,,,
122,,,,,,0.002621740335598588,0.10496050864458084,0.0005618326249532402,0.0026419830974191427,0.0026419830974191427,,,,
123,,,,,,0.0031010485254228115,0.10507076233625412,0.0006884753820486367,0.002807811601087451,0.002807811601087451,,,,
124,,,,,,0.0026751188561320305,0.0933988094329834,0.0006097837467677891,0.0024686791002750397,0.0024686791002750397,,,,
125,,,,,,0.0029438689816743135,0.09113288670778275,0.0006578204920515418,0.0025220985990017653,0.0025220985990017653,,,,
126,,,,,,0.002324221422895789,0.10517030209302902,0.0005495939985848963,0.0025458987802267075,0.0025458987802267075,,,,
127,,,,,,0.0026784585788846016,0.09951014816761017,0.0006324791465885937,0.0025724044535309076,0.0025724044535309076,,,,
128,,,,,,0.0022883228957653046,0.10193713009357452,0.0005237542209215462,0.002479185350239277,0.002479185350239277,,,,
129,,,,,,0.002055665710940957,0.08553413301706314,0.0005197542486712337,0.0021281158551573753,0.0021281158551573753,,,,
130,0.0034579760394990444,0.10531312227249146,0.0005929366452619433,0.002927641849964857,0.002927641849964857,0.0027202721685171127,0.10718225687742233,0.0006406137254089117,0.0027144821360707283,0.0027144821360707283,65.76815181518153,74.66666666666666,11.897572803756464,7.541134866362526
131,,,,,,0.0025608805008232594,0.09855025261640549,0.000605978537350893,0.0025163304526358843,0.0025163304526358843,,,,
132,,,,,,0.002980392426252365,0.12789015471935272,0.0005737256724387407,0.0031440912280231714,0.0031440912280231714,,,,
133,,,,,,0.002942740684375167,0.0998992994427681,0.0006474322290159762,0.002667482942342758,0.002667482942342758,,,,
134,,,,,,0.0034586081746965647,0.11737015843391418,0.00066167744807899,0.0031310946214944124,0.0031310946214944124,,,,
135,,,,,,0.0023073230404406786,0.08999135345220566,0.0006086386274546385,0.002289251424372196,0.002289251424372196,,,,
136,,,,,,0.002796884858980775,0.10168050974607468,0.00056725979084149,0.0026458788197487593,0.0026458788197487593,,,,
137,,,,,,0.0027482807636260986,0.10089113563299179,0.0006172939320094883,0.0026181889697909355,0.0026181889697909355,,,,
138,,,,,,0.0026097616646438837,0.09866028279066086,0.000618297781329602,0.0025348684284836054,0.0025348684284836054,,,,
139,,,,,,0.003066671546548605,0.10889005661010742,0.0006476203561760485,0.0028586452826857567,0.0028586452826857567,,,,
140,0.0034909769892692566,0.10502021014690399,0.0005944828735664487,0.0029338120948523283,0.0029338120948523283,0.002391909947618842,0.09535530209541321,0.0006115761352702975,0.00240694428794086,0.00240694428794086,69.85531588873172,78.66666666666667,9.104110614113186,7.758772667463835
141,,,,,,0.003371140453964472,0.10524461418390274,0.0006950312526896596,0.002900957828387618,0.002900957828387618,,,,
142,,,,,,0.00211342959664762,0.10641703009605408,0.0005308755207806826,0.0024957896675914526,0.0024957896675914526,,,,
143,,,,,,0.002812212100252509,0.10827941447496414,0.000684132450260222,0.0027648655232042074,0.0027648655232042074,,,,
144,,,,,,0.0033245121594518423,0.10558006167411804,0.00067871407372877,0.0028904618229717016,0.0028904618229717016,,,,
145,,,,,,0.0028169937431812286,0.10947278141975403,0.0006237505003809929,0.0027843359857797623,0.0027843359857797623,,,,
146,,,,,,0.00257026101462543,0.10511012375354767,0.0005623670876957476,0.002627334790304303,0.002627334790304303,,,,
147,,,,,,0.0030811720062047243,0.10677126049995422,0.0007177457446232438,0.002830503275617957,0.002830503275617957,,,,
148,,,,,,0.003382469527423382,0.1212664321064949,0.0006908178329467773,0.0031716241501271725,0.0031716241501271725,,,,
149,,,,,,0.0022619685623794794,0.1010141596198082,0.0005318970652297139,0.002455288777127862,0.002455288777127862,,,,
150,0.0035822861827909946,0.10571847856044769,0.000610416173003614,0.002976417075842619,0.002976417075842619,0.0030406638979911804,0.11707573384046555,0.0007031735731288791,0.0029882558155804873,0.0029882558155804873,64.42680339462518,73.33333333333333,10.540592875428821,8.320727558298545
151,,,,,,0.0030935255344957113,0.11214160919189453,0.0007129525183700025,0.002923967083916068,0.002923967083916068,,,,
152,,,,,,0.0031577064655721188,0.09716615825891495,0.0007881508790887892,0.0026982766576111317,0.0026982766576111317,,,,
153,,,,,,0.002734376583248377,0.10738890618085861,0.0005615525296889246,0.0027199925389140844,0.0027199925389140844,,,,
154,,,,,,0.0036443746648728848,0.11675786972045898,0.0007251458591781557,0.0031849273946136236,0.0031849273946136236,,,,
155,,,,,,0.002838117303326726,0.10853104293346405,0.000612273346632719,0.0027752986643463373,0.0027752986643463373,,,,
156,,,,,,0.0028057866729795933,0.10682422667741776,0.000614637800026685,0.0027361540123820305,0.0027361540123820305,,,,
157,,,,,,0.0029491244349628687,0.09149668365716934,0.0006474890396930277,0.0025295692030340433,0.0025295692030340433,,,,
158,,,,,,0.0027960746083408594,0.10722069442272186,0.0006496486021205783,0.002740691415965557,0.002740691415965557,,,,
159,,,,,,0.0030978366266936064,0.11208536475896835,0.0006363991997204721,0.0029219151474535465,0.0029219151474535465,,,,
160,0.0035492139868438244,0.10512173175811768,0.000605018634814769,0.002955267671495676,0.002955267671495676,0.0031857381109148264,0.12862281501293182,0.0006229066057130694,0.003226390341296792,0.003226390341296792,66.34800801508722,74.66666666666666,10.19269040097361,8.372140233625066
161,,,,,,0.003124039387330413,0.10724420845508575,0.0006818798719905317,0.0028514789883047342,0.0028514789883047342,,,,
162,,,,,,0.0031254426576197147,0.10043411701917648,0.0007168785086832941,0.0027396122459322214,0.0027396122459322214,,,,
163,,,,,,0.0034372650552541018,0.1059260442852974,0.0007021591882221401,0.0029345944058150053,0.0029345944058150053,,,,
164,,,,,,0.0032559388782829046,0.10908260196447372,0.0007263721781782806,0.002927568508312106,0.002927568508312106,,,,
165,,,,,,0.0020955444779247046,0.096430204808712,0.0005058487295173109,0.002322546439245343,0.002322546439245343,,,,
166,,,,,,0.0032148489262908697,0.10564158111810684,0.0007243116851896048,0.002856452949345112,0.002856452949345112,,,,
167,,,,,,0.002959339413791895,0.10834166407585144,0.0006425419705919921,0.0028135590255260468,0.0028135590255260468,,,,
168,,,,,,0.003316835965961218,0.10892754048109055,0.0007333375979214907,0.002945516025647521,0.002945516025647521,,,,
169,,,,,,0.002665470354259014,0.10769197344779968,0.0006409893394447863,0.002704722573980689,0.002704722573980689,,,,
170,0.003478592960163951,0.10503308475017548,0.0005953852087259293,0.0029299287125468254,0.0029299287125468254,0.0022010484244674444,0.09818582236766815,0.0005487876478582621,0.0023884063120931387,0.0023884063120931387,70.15228665723716,78.66666666666667,9.120818351014801,7.8310250643979415
171,,,,,,0.0030980759765952826,0.10425248742103577,0.000677970121614635,0.0027928324416279793,0.0027928324416279793,,,,
172,,,,,,0.003066612873226404,0.10582710057497025,0.0007301981095224619,0.0028103291988372803,0.0028103291988372803,,,,
173,,,,,,0.0030767330899834633,0.1108594462275505,0.0006704764673486352,0.002895584562793374,0.002895584562793374,,,,
174,,,,,,0.002835517283529043,0.1014314666390419,0.0006756814545951784,0.002658219775184989,0.002658219775184989,,,,
175,,,,,,0.002648683963343501,0.10330276936292648,0.0005896804505027831,0.002624263521283865,0.002624263521283865,,,,
176,,,,,,0.0037846609484404325,0.11286217719316483,0.0007089026621542871,0.00316622038371861,0.00316622038371861,,,,
177,,,,,,0.0033499866258352995,0.10879889130592346,0.000766819401178509,0.002955537522211671,0.002955537522211671,,,,
178,,,,,,0.0028480119071900845,0.10015363991260529,0.0006697045173496008,0.0026408880949020386,0.0026408880949020386,,,,
179,,,,,,0.0021266010589897633,0.0968814417719841,0.0005084460135549307,0.0023405062966048717,0.0023405062966048717,,,,
180,0.0035320098977535963,0.10456053912639618,0.0005970211932435632,0.0029399129562079906,0.0029399129562079906,0.002803437877446413,0.09563829749822617,0.0006598600302822888,0.002550446428358555,0.002550446428358555,63.644507307873646,73.33333333333333,9.865801731353265,6.602659239797365
181,,,,,,0.0027217241004109383,0.10650639981031418,0.0006174489390105009,0.0027029297780245543,0.0027029297780245543,,,,
182,,,,,,0.0024733254685997963,0.08998444676399231,0.0005872248439118266,0.0023437568452209234,0.0023437568452209234,,,,
183,,,,,,0.0029947704169899225,0.09786684066057205,0.000662194739561528,0.002651443937793374,0.002651443937793374,,,,
184,,,,,,0.0026582544669508934,0.09973227977752686,0.0006662170053459704,0.002570496639236808,0.002570496639236808,,,,
185,,,,,,0.0029118768870830536,0.10729125142097473,0.0006341576226986945,0.00277995178475976,0.00277995178475976,,,,
186,,,,,,0.0036975459661334753,0.10858843475580215,0.0007304925238713622,0.0030666724778711796,0.0030666724778711796,,,,
187,,,,,,0.00232863612473011,0.1033129170536995,0.0005590140353888273,0.0025167278945446014,0.0025167278945446014,,,,
188,,,,,,0.003833271563053131,0.11135542392730713,0.0007523082313127816,0.003158757695928216,0.003158757695928216,,,,
189,,,,,,0.003605826757848263,0.10115380585193634,0.0007594641065225005,0.002913154661655426,0.002913154661655426,,,,
190,0.003475489094853401,0.1036059707403183,0.0005855075432918966,0.0029047797434031963,0.0029047797434031963,0.002930690534412861,0.09929065406322479,0.0006502332980744541,0.0026534157805144787,0.0026534157805144787,68.20161480433757,77.33333333333333,8.603762494106041,7.826772397485646
191,,,,,,0.002920604543760419,0.09643487632274628,0.0006296012434177101,0.0026017697528004646,0.0026017697528004646,,,,
192,,,,,,0.0030234442092478275,0.10498461872339249,0.0006508247461169958,0.0027792525943368673,0.0027792525943368673,,,,
193,,,,,,0.0026994547806680202,0.09489124268293381,0.0007270390051417053,0.002505573909729719,0.002505573909729719,,,,
194,,,,,,0.002701285295188427,0.09565243870019913,0.000597676495090127,0.002514558145776391,0.002514558145776391,,,,
195,,,,,,0.0028449015226215124,0.09256935864686966,0.0007152902544476092,0.0025149660650640726,0.0025149660650640726,,,,
196,,,,,,0.0020443671382963657,0.08404482901096344,0.0005210060626268387,0.0020995696540921926,0.0020995696540921926,,,,
197,,,,,,0.0026859405916184187,0.10348295420408249,0.0006494810804724693,0.002641678787767887,0.002641678787767887,,,,
198,,,,,,0.0029537654481828213,0.11307408660650253,0.0005986405885778368,0.002889111405238509,0.002889111405238509,,,,
199,,,,,,0.002805904718115926,0.10910788178443909,0.0006510412786155939,0.0027754679322242737,0.0027754679322242737,,,,
200,0.0034882272593677044,0.10559570789337158,0.0005891358596272767,0.002942308783531189,0.002942308783531189,0.002384602092206478,0.09573304653167725,0.0006099972524680197,0.0024107513017952442,0.0024107513017952442,69.3774163130599,76.66666666666666,62.59816845101223,56.84837368047126
